city_id,city_name,city_no,weather,humidity,temperature,wind,winp,hour,month,date
101010100,北京,beijing,阴,61%,30,南风,2级,16,08,2017-08-20
101010100,北京,beijing,阴,61%,29,西南风,2级,17,08,2017-08-20
101010100,北京,beijing,阴,65%,28,南风,2级,18,08,2017-08-20
101010100,北京,beijing,阴,67%,28,西南风,2级,19,08,2017-08-20
101010100,北京,beijing,多云,73%,27,西南风,1级,21,08,2017-08-20
101010100,北京,beijing,多云,78%,26,西南风,1级,23,08,2017-08-20
101010100,北京,beijing,多云,81%,25,西南风,1级,0,08,2017-08-21
101010100,北京,beijing,多云,79%,25,南风,1级,0,08,2017-08-21
101010100,北京,beijing,多云,85%,25,东南风,1级,2,08,2017-08-21
101010100,北京,beijing,多云,87%,24,西风,1级,4,08,2017-08-21
101010100,北京,beijing,晴,87%,25,西南风,1级,6,08,2017-08-21
101010100,北京,beijing,晴,84%,25,西南风,1级,7,08,2017-08-21
101010100,北京,beijing,晴,77%,27,西南风,1级,8,08,2017-08-21
101010100,北京,beijing,晴,70%,28,西南风,2级,9,08,2017-08-21
101010100,北京,beijing,晴,69%,29,西风,3级,10,08,2017-08-21
101010100,北京,beijing,多云,65%,30,西南风,2级,11,08,2017-08-21
101010100,北京,beijing,多云,62%,31,西南风,3级,12,08,2017-08-21
101010100,北京,beijing,多云,59%,31,西南风,3级,13,08,2017-08-21
101010100,北京,beijing,多云,58%,32,西南风,2级,14,08,2017-08-21
101010100,北京,beijing,多云,61%,32,西风,1级,15,08,2017-08-21
101010100,北京,beijing,多云,60%,32,西南风,2级,16,08,2017-08-21
101010100,北京,beijing,多云,64%,31,南风,2级,17,08,2017-08-21
101010100,北京,beijing,多云,67%,30,西南风,2级,18,08,2017-08-21
101010100,北京,beijing,多云,69%,30,西南风,2级,18,08,2017-08-21
101010100,北京,beijing,阴,87%,28,西南风,2级,21,08,2017-08-21
101010100,北京,beijing,多云,94%,27,西南风,2级,23,08,2017-08-21
101010100,北京,beijing,阴,95%,26,西南风,2级,0,08,2017-08-22
101010100,北京,beijing,阴,96%,25,西南风,2级,1,08,2017-08-22
101010100,北京,beijing,阴,97%,24,西南风,2级,2,08,2017-08-22
101010100,北京,beijing,阴,96%,25,南风,2级,4,08,2017-08-22
101010100,北京,beijing,阴,95%,26,西风,2级,6,08,2017-08-22
101010100,北京,beijing,阴,95%,26,东南风,2级,7,08,2017-08-22
101010100,北京,beijing,小雨,87%,25,北风,2级,8,08,2017-08-22
101010100,北京,beijing,多云,77%,28,南风,1级,9,08,2017-08-22
101010100,北京,beijing,多云,76%,28,南风,2级,10,08,2017-08-22
101010100,北京,beijing,多云,73%,29,西南风,2级,11,08,2017-08-22
101010100,北京,beijing,多云,70%,29,南风,2级,12,08,2017-08-22
101010100,北京,beijing,多云,70%,30,西南风,2级,13,08,2017-08-22
101010100,北京,beijing,多云,77%,29,南风,2级,14,08,2017-08-22
101010100,北京,beijing,多云,82%,28,东南风,1级,15,08,2017-08-22
101010100,北京,beijing,阵雨,86%,28,东南风,1级,16,08,2017-08-22
101010100,北京,beijing,阵雨,83%,27,南风,1级,17,08,2017-08-22
101010100,北京,beijing,阵雨,90%,27,东风,2级,18,08,2017-08-22
101010100,北京,beijing,阵雨,92%,25,东北风,2级,19,08,2017-08-22
101010100,北京,beijing,多云,94%,24,东北风,2级,21,08,2017-08-22
101010100,北京,beijing,阵雨,95%,24,东风,1级,23,08,2017-08-22
101010100,北京,beijing,阵雨,95%,25,东风,2级,0,08,2017-08-23
101010100,北京,beijing,阵雨,95%,25,东南风,2级,2,08,2017-08-23
101010100,北京,beijing,阵雨,95%,25,西风,2级,4,08,2017-08-23
101010100,北京,beijing,阵雨,95%,23,北风,1级,6,08,2017-08-23
101010100,北京,beijing,阵雨,96%,23,南风,1级,7,08,2017-08-23
101010100,北京,beijing,阵雨,94%,24,南风,1级,8,08,2017-08-23
101010100,北京,beijing,多云,82%,26,西北风,1级,9,08,2017-08-23
101010100,北京,beijing,多云,66%,27,北风,2级,10,08,2017-08-23
101010100,北京,beijing,多云,51%,30,北风,2级,11,08,2017-08-23
101010100,北京,beijing,多云,45%,31,西北风,3级,12,08,2017-08-23
101010100,北京,beijing,多云,42%,32,西北风,3级,13,08,2017-08-23
101010100,北京,beijing,多云,41%,32,西北风,2级,14,08,2017-08-23
101010100,北京,beijing,多云,40%,33,北风,2级,15,08,2017-08-23
